Robot Number,Vial Site (1),Vial Site (2),Concatenated Vial site,Bulk Actual Temp (C),Crystal Score,identifier,_out_predicted,modelname,participantname,notes,class_probability
16,H,2,H2,67,1,111641,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
17,A,3,A3,67,1,274856,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
18,C,3,C3,67,1,328240,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
19,E,3,E3,67,4,420163,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
20,G,3,G3,67,1,249231,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
21,B,3,B3,67,1,267112,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
22,D,3,D3,67,1,146367,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
23,F,3,F3,67,1,344691,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
24,H,3,H3,67,1,173399,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
25,A,4,A4,67,1,133839,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
26,C,4,C4,67,1,365446,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
27,E,4,E4,67,1,311392,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
28,G,4,G4,67,1,196568,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
29,B,4,B4,67,1,367165,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
30,D,4,D4,67,1,266164,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
31,F,4,F4,67,1,350660,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
32,H,4,H4,67,1,327136,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
33,A,5,A5,67,1,207097,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
34,C,5,C5,67,1,323651,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
35,E,5,E5,67,1,282584,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
36,G,5,G5,67,1,210259,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
37,B,5,B5,67,1,80403,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
38,D,5,D5,67,1,434918,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
39,F,5,F5,67,2,462288,4,escalation_replicates_1.0,Alex Cristofaro,Replcate from idx 2473,
40,H,5,H5,67,2,461939,4,escalation_replicates_1.0,Alex Cristofaro,Replcate from idx 2465,
41,A,6,A6,67,4,449647,4,escalation_replicates_1.0,Alex Cristofaro,Replcate from idx 2257,
42,C,6,C6,67,4,428611,4,escalation_replicates_1.0,Alex Cristofaro,Replcate from idx 2098,
43,E,6,E6,67,4,426831,4,escalation_replicates_1.0,Alex Cristofaro,Replcate from idx 2038,
44,G,6,G6,67,4,433505,4,escalation_replicates_1.0,Alex Cristofaro,Replcate from idx 2183,
45,B,6,B6,67,4,432803,4,escalation_replicates_1.0,Alex Cristofaro,Replcate from idx 2474,
46,D,6,D6,67,4,414220,4,escalation_replicates_1.0,Alex Cristofaro,Replcate from idx 2039,
47,F,6,F6,67,4,418083,4,escalation_replicates_1.0,Alex Cristofaro,Replcate from idx 2107,
48,H,6,H6,67,4,326804,4,escalation_replicates_1.0,Alex Cristofaro,Replcate from idx 2654,
49,A,7,A7,67,1,261151,4,escalation_HC.RL_1,Haverford RL,HaverfordRl	HaverfordRL-Reset-StartingLocation-ALLMODELS	,
50,C,7,C7,67,1,371014,4,escalation_HC.RL_1,Haverford RL,HaverfordRl	HaverfordRL-Reset-StartingLocation-ALLMODELS	,
51,E,7,E7,67,1,285025,4,escalation_HC.RL_1,Haverford RL,HaverfordRl	HaverfordRL-Reset-StartingLocation-ALLMODELS	,
52,G,7,G7,67,1,394186,4,escalation_HC.RL_1,Haverford RL,HaverfordRl	HaverfordRL-Reset-StartingLocation-ALLMODELS	,
53,B,7,B7,67,1,266416,4,escalation_HC.RL_1,Haverford RL,HaverfordRl	HaverfordRL-Reset-StartingLocation-ALLMODELS	,
54,D,7,D7,67,1,376279,4,escalation_HC.RL_1,Haverford RL,HaverfordRl	HaverfordRL-Reset-StartingLocation-ALLMODELS	,
55,F,7,F7,67,1,279409,4,escalation_HC.RL_1,Haverford RL,HaverfordRl	HaverfordRL-Reset-StartingLocation-ALLMODELS	,
56,H,7,H7,67,1,290641,4,escalation_HC.RL_1,Haverford RL,HaverfordRl	HaverfordRL-Reset-StartingLocation-ALLMODELS	,
57,A,8,A8,67,1,424415,4,escalation_HC.RL_1,Haverford RL,HaverfordRl	HaverfordRL-Reset-StartingLocation-ALLMODELS	,
58,C,8,C8,67,2,446836,4,escalation_HC.RL_1,Haverford RL,HaverfordRl	HaverfordRL-Reset-StartingLocation-ALLMODELS	,
59,E,8,E8,67,1,391371,4,escalation_HC.RL_1,Haverford RL,HaverfordRl	HaverfordRL-Reset-StartingLocation-ALLMODELS	,
60,G,8,G8,67,1,322231,4,escalation_HC.RL_1,Haverford RL,HaverfordRl	HaverfordRL-Reset-StartingLocation-ALLMODELS	,
61,B,8,B8,67,4,,4,escalate_ReproducabilityTesting_0,Ian Pendleton,2019-02-19T00_39_49.082039+00_00_LBL_D1,
62,D,8,D8,67,4,,4,escalate_ReproducabilityTesting_0,Ian Pendleton,2019-02-19T00_39_49.082039+00_00_LBL_A2,
63,F,8,F8,67,4,,4,escalate_ReproducabilityTesting_0,Ian Pendleton,2019-02-19T00_39_49.082039+00_00_LBL_B2,
64,H,8,H8,67,2,,4,escalate_ReproducabilityTesting_0,Ian Pendleton,2019-02-19T00_39_49.082039+00_00_LBL_D2,
65,A,9,A9,67,4,,4,escalate_ReproducabilityTesting_0,Ian Pendleton,2019-02-19T00_39_49.082039+00_00_LBL_F3,
66,C,9,C9,67,4,,3,escalate_ReproducabilityTesting_0,Ian Pendleton,2019-02-19T00_39_49.082039+00_00_LBL_E4,
67,E,9,E9,67,4,,4,escalate_ReproducabilityTesting_0,Ian Pendleton,2019-02-19T00_39_49.082039+00_00_LBL_C5,
68,G,9,G9,67,2,,4,escalate_ReproducabilityTesting_0,Ian Pendleton,2019-02-19T00_39_49.082039+00_00_LBL_D5,
69,B,9,B9,67,1,,4,escalate_ReproducabilityTesting_0,Ian Pendleton,2019-02-19T00_39_49.082039+00_00_LBL_D7,
70,D,9,D9,67,4,,4,escalate_ReproducabilityTesting_0,Ian Pendleton,2019-02-19T00_39_49.082039+00_00_LBL_C8,
71,F,9,F9,67,4,,3,escalate_ReproducabilityTesting_0,Ian Pendleton,2019-02-19T00_39_49.082039+00_00_LBL_D8,
72,H,9,H9,67,4,,4,escalate_ReproducabilityTesting_0,Ian Pendleton,2019-02-19T00_39_49.082039+00_00_LBL_E7,
