Robot Number,Vial Site (1),Vial Site (2),Concatenated Vial site,Bulk Actual Temp (C),Crystal Score,identifier,_out_predicted,modelname,participantname,notes,class_probability
51,E,7,E7,69,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
52,G,7,G7,69,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
53,B,7,B7,69,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
54,D,7,D7,69,4,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
55,F,7,F7,69,4,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
56,H,7,H7,69,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
57,A,8,A8,69,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
58,C,8,C8,69,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
59,E,8,E8,69,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
60,G,8,G8,69,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
61,B,8,B8,69,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
62,D,8,D8,69,4,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
63,F,8,F8,69,4,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
64,H,8,H8,69,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
65,A,9,A9,69,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
66,C,9,C9,69,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
67,E,9,E9,69,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
68,G,9,G9,69,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
69,B,9,B9,69,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
70,D,9,D9,69,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
71,F,9,F9,69,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
72,H,9,H9,69,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
73,A,10,A10,69,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
74,C,10,C10,69,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
75,E,10,E10,69,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
76,G,10,G10,69,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
77,B,10,B10,69,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
78,D,10,D10,69,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
79,F,10,F10,69,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
80,H,10,H10,69,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
81,A,11,A11,69,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
82,C,11,C11,69,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
83,E,11,E11,69,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
84,G,11,G11,69,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
85,B,11,B11,69,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
86,D,11,D11,69,4,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
87,F,11,F11,69,3,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
88,H,11,H11,69,3,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
89,A,12,A12,69,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
90,C,12,C12,69,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
91,E,12,E12,69,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
92,G,12,G12,69,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
93,B,12,B12,69,3,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
94,D,12,D12,69,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
95,F,12,F12,69,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
96,H,12,H12,69,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
